학년도,학기,학년,교과목 ID,국문 교과목,영문 교과목,이수구분,학점,시간,국문 개요,영문 개요,Department,Major
2026,2학기(겨울학기포함),4학년,21506676,전산세무,Tax Accounting System,전공선택,3,3,이 교과에서는 재무회계와 세무회계 이론을 바탕으로 하여 전산화된 회계 프로그램에 응용하여 AT(Accounting Technician)로 하여금 현장에서의 직무를 성공적으로 수행할 수 있도록 한다.,"This course covers the basic principles of tax accounting on tax accounting, and is designed to learn about systems to solve and develop tax accounting problems.",경영대학,회계학과
2026,1학기(여름학기포함),1학년,21501694,경제수학,Mathematics for Economics,전공기초,3,3,"경제이론을 학습하는데 필요한 수학을 소개한다. 벡터와 행렬, 다변수함수의 미분법, 최적화 이론으로 구성된다. 본 과목은 경제문제를 해결하기 위한 수학적 접근방법을 학습하는데 교육목표가 있다.","Mathematics for economics is the study of mathematical methods to represent theories, and solve economic problems.  This course will cover these applied methods include geometry,  differential calculus, difference and differential equations, matrix algebra.",경제통상대학,경제학과
2026,1학기(여름학기포함),1학년,50102107,경제원론,Principles of Economics,전공기초,3,3,"경제학의 기본개념, 수요·공급의 시장이론, 분배이론과 그 응용국민소득이론, 화폐금융이론, 재정이론, 경제변동이론, 후생경제이론, 노동경제이론 및 경제계획이론 등의 기초개념과 그 초보적 응용 등을 다룬다.","This course studies the basic principles of economics: opportunity cost, self‐interest, supply and demand, comparative advantage, economic decisions at marginal conditions, economic cost, diminishing marginal returns, and so on. It also introduces basic concepts at the macro‐economic level: GDP, consumption, savings, expenditure, price, employment, export, import, interest rate, and the exchange rate. After getting acquainted with these basics, students are expected to take various intermediate classes to seek an in‐depth understanding in each field.",경제통상대학,경제학과
2026,2학기(겨울학기포함),1학년,21505282,국민경제의이해,Introduction to National Economy,전공기초,3,3,"국민경제 활동에 관한 총괄적인 부분을 다룬다. 한 국가의 총생산, 고용, 물가, 국제수지 등이 어떻게 결정되는가에 대한 기초적인 개념을 학습한다. 동시에 국가의 경제정책이 국민소득, 고용 및 실업, 인플레이션, 환율, 국제수지 등에 어떤 영향을 미치는가에 대해서도 연구한다. 거시경제학, 개방거시경제학, 금융경제학 등의 선수과목에 해당한다.","This course is a general introduction to the national economy. Topics covered are determinants of gross national (domestic) product, inflation, employment, the balance of payment, the exchange rate, economic growth, and so on. This course is a preliminary for these advanced courses: macroeconomics,open macroeconomics, and international finance.",경제통상대학,경제학과
2026,2학기(겨울학기포함),1학년,50102060,회계원리,Principles of Accounting,전공선택,3,3,"회계의 기초지식을 복식부기를 중심으로 공부한다. 이 과목의 목적은 기업의 의사결정의 기초적인 정보제도를 이해하는 데 있다. 그 내용은 장부조직과 재무제표 작성을 위한 손익의 산정, 자산평가 등이다. 이 과목은 모든 회계학 과목의 선수과목이다.",This course is designed to provide students with the basic knowledge of financial accounting including the double entry system and the preparation offinancial statements useful to investors and creditors’ decision making. This course is a prerequisite to subsequent accounting courses.,경제통상대학,경제학과
2026,2학기(겨울학기포함),1학년,50102450,국제통상개론,Principles of International Trade,전공선택,3,3,"국제무역의 개념 및 제 이론, 국제무역환경의 기조와 변화, 국제무역정책 규범·제도, 실무 등에 대한 포괄적인 문제들을 체계적으로 이해시킨다. 국제무역에 대한 기본 이해를 바탕으로 국제통상의 제 분야에서 전문적인 연구와 실무에 응용할 수 있는 기초 수립이 목적이다.","This course is an introductory course in international trade. It studies the basic theories, environments, the policies of international trade, international business management, and international commerce. The purpose of the course is mainly to provide students with the foundation for further study in the area of international trade.",경제통상대학,경제학과
2026,1학기(여름학기포함),2학년,21501565,비교경제제도론,Comparative Economic Systems,전공선택,3,3,"자본주의 시장경제체제는 사회주의 경제적 체제의 붕괴로 체제의 우월성을 역사적으로 입증 받았다. 그러나 자본주의 경제체제 내에서도 국가마다 경제시스템에 있어 상당한 차이를 보이고 있으며, 이러한 시스템의 차이는 국가 간의 경쟁력을 결정하는 주요한 변수로 작용하고 있다.본 강좌는 전반적인 경제시스템의 비교연구에 중점을 둔다.","The superiority of the capitalist market economy system has been historically proven by the collapse of the socialist economic system. However, even within the capitalist economic system, each country shows significant differences in economic systems, and these differences in systems act as a majorvariable in determining competitiveness between countries. This course focuses on comparative studies of the overall economic system.",경제통상대학,경제학과
2026,1학기(여름학기포함),2학년,21502671,미시경제학,Microeconomics,전공필수,3,3,"개별 경제주체의 의사결정이론을 체계적으로 학습한다. 가계의 효용극대화, 기업의 이윤극대화, 가계와 기업이 수요자와 공급자로 만나는 시장의 형태(산업조직론), 생산요소시장, 소득분배에 대해 심도 있게 학습한다.","The purpose of this course is to understanding the process of each individual market participant's decision making and market failures and their solutions. This course deals primarily with the theories of consumers, firms, markets, production factors, and income distributions. Other topics will include market failures and their solutions.",경제통상대학,경제학과
2026,1학기(여름학기포함),2학년,21504345,디지털경제와화폐금융,Digital Economy and Monetary Economics,전공선택,3,3,"채권, 주식, 외환 등 금융시장에서의 자산가격 결정 및 금융제도에 대해 학습하고 기업 및 투자자의 의사결정시 사용되는 기본적인 이론 모형을 이해한다. 주된 네 가지 주제는 (1) 금융시장 이론 (2) 포트폴리오(자산배분) 이론 (3) 은행 및 금융제도 (4) 소액금융(Microfinance)이다.","This course aims at providing students with a practical understanding of corporate financing, portfolio management, and risk management. It helps stud",경제통상대학,경제학과
2026,1학기(여름학기포함),2학년,21504418,경영학의이해,Principles of Business Administration,전공선택,3,3,"본 과목은 경영학 입문 과정으로서 경영학의 개념과 발전 과정, 기업과 경영, 기업과 환경, 경영 관리 과정에 대한 이론과 함께 실제 경영사례를 살펴봄으로써 수강생들에게 경영학 관련 전공 수업의 토대를 제공하고자 한다","This course is an introduction for business admisintration. Students can study the principles of business management along with companies, the basic concept of corporate activities, and general management. Moreover, case studies will provide students with a foundation of major courses in business administration.",경제통상대학,경제학과
2026,1학기(여름학기포함),2학년,21505189,경제통계와데이터분석,Economic Statistics and Data Analysis,전공기초,3,3,"본강좌는 통계학의 기본 이론 및 통계프로그램(Stata)을 소개한다. 확률이론, 통계적 추정, 가설 검정으로 구성되며 현실의 다양한 통계데이터를 과학적으로 분석하는 능력을 함양할 수 있도록 한다.","This course introduces the basic theory of statistics and statistical program (Stata). It is composed of probability theory, statistical estimation, and hypothesis testing, and it helps to cultivate the ability to scientifically analyze various statistical data in reality.",경제통상대학,경제학과
2026,2학기(겨울학기포함),2학년,21500446,경제학커리어,Career paths for an economist,전공선택,3,3,"서로 다른 산업별 경제 환경을 이해하기 위해 자동차, 바이오제약, 금융 등 다양한 산업별 특성에 대한 이해와 산업별 실무진 특강을 통해 대한민국 기업활동에대한 이해를 높인다. 또한 미래 진로를 위해 필요 역량, 산업 특성별 전략적 진로 로드맵 수립, ESG, 디자인씽킹 등 진로설정과 경제학과 경영학을 접목할 수 있는 내용을 함께 다룬다.",Provide information on the career paths for an economist. Provide information and learning about required competencies for each career path.,경제통상대학,경제학과
2026,2학기(겨울학기포함),2학년,21501105,계량경제학,Econometrics,전공선택,3,3,"통계적 추정 및 가설검정 방법을 기초로 선형 회귀분석 및 그 응용에 관한 이론을 공부한다. 모형의 선정, 다중공선성, 이분산, 자기상관 등 실제 경제자료를 다룰 때 발생할 수 있는 문제점을 파악하고 이러한 문제를 해결할 수 있는 능력을 배양한다.","The aim of this course is to provide students with a good understanding of econometric methods in both theoretical and applied aspects. Topics covered include regression with a single regressor, regression with multiple regressors, and some advanced topics. Students are expected to have a basic knowledge of calculus and statistics.",경제통상대학,경제학과
2026,2학기(겨울학기포함),2학년,21502604,거시경제학,Macroeconomics,전공필수,3,3,"거시경제학 집계변수(소득, 물가, 고용, 국제수지 등)가 어떻게 결정되며 상호 어떤 관계가 있는지, 또한 정부정책의 효과에 관해서 연구한다. 개방 경제하에서의 정부정책의 한계성 및 상호의존성 문제도 다루어진다.","Two main topics will be discussed in this course. First, how to determine the aggregate variables such as GDP, inflation, employment, and so on. Whatare the relationships among these variables? Second, the stabilization policy and its impact on the national economy. In addition, current economic news will be discussed in line with macroeconomic theories in order to reduce gaps between theory and issues.",경제통상대학,경제학과
2026,2학기(겨울학기포함),2학년,21504346,금융경제학,"Economics of Money, Banking, and Financi",전공선택,3,3,"화폐와 금융자산(주식, 채권 및 파생금융상품)의 주요 특성과 금융자산가격 결정이론, 금융중개기관이론 등 미시적 금융론을 살펴보고, 이를 기초로 하여 금융과 거시경제 간의 관계를 설명하는 이론을 공부한다. 이 강의에서 학습한 개념 및 이론을 바탕으로 현실의 금융현상을 분석적으로 이해하는 것을 목표로 한다.","This course provides students with an understanding of basic financial economics. This course covers the structure of financial markets, financial institution management, the supply and demand for money, the relationships between money and GDP, and the role of monetary policy in the economy.",경제통상대학,경제학과
2026,2학기(겨울학기포함),2학년,21505945,국제무역론,International Trade Theory,전공선택,3,3,"국제무역이론은 국경을 넘어서 이루어지는 일체의 경제활동의 동기와 그 효과 등에 대해서 연구하는 경제학의 한 분야이다. 구체적으로는 무역의 발생원인, 무역으로부터 국가가 얻게 되는 이익과 배분, 무역정책의 종류와 효과 등을 다룬다.","The theory of internationla trade is one of fields in economics that study its incentives and effects of economic activities across border. In details, this course deals with the causes of international trade, the basic theories and policies of internation trade including environment issues. It also analyzes gains from trade and the effect of international trade on income indistribution.",경제통상대학,경제학과
2026,1학기(여름학기포함),3학년,21501294,노동경제학,Labor Economics,전공선택,3,3,"이 교과는 노동시장의 작동 원리를 이해시키는데 목표가 있다. 노동시장에 어떤 현상들이 있는지를 파악하기 위해, 노동시장 관련 통계를 광범위하게 사용한다. 파악된 현상을 설명하기 위해, 이론 모형을 제시한다. 그리고 이론 모형에서 제시된 가설이 어떻게 검증되었는지를 확인시키기 위해 다양한 실증연구들을 소개한다.","This course aims to understand how labor markets work. To summarize the stylized facts in labor markets, I make extensive use of labor market statistics. Thoeries of the labor market can explain why these facts are observed in the labor market. Finally, this course extends and applies the theory torelated labor market phenomena.",경제통상대학,경제학과
2026,1학기(여름학기포함),3학년,21501919,빅데이터로이해하는공공경제학,Public Economics with Big Data,전공선택,3,3,공공경제학은 가계나 기업과 같은 개별경제주체의 경제적 행위가 아니라 공적 영역에서의 경제적 행위에 대한 근거와 평가 기준을 주요 논의의 대상으로 한다. 공공경제학의 핵심 개념과 함께 실제 우리나라의 재정 관련 현안에 대해서 논의한다.,"The main focus of this course is how to evaluate the economic decision made by the public sector. Along with the core concepts of public finance, this course discusses contemporary issues in the related area.",경제통상대학,경제학과
2026,1학기(여름학기포함),3학년,21503533,산업조직과공정거래,Industrial Organization and Fair Trade,전공선택,3,3,산업조직과 공정거래는 시장에서 기업간의 전략적인 행동과 이러한 행동이 시장의 효율성에 미치는 영향을 분석하는 응용미시경제학의 한 분야이다. 본 과목에서는 우리 주위의 복잡한 문제를 이해하기 위하여 우선 경제모형을 심도 있게 분석한다. 나아가서 본 강의에서는 우리 주위에서 발생하는 실제 사례분석을 통하여 핵심적인 이론을 적용할 기회를 갖게 될 것이다.,"Industrial organization and fair trade is a branch of applied microeconomics that analyzes strategic actions between firms in the market and their impact on market efficiency. In this course, economic models are analyzed in depth in order to understand the complex problems around us. Furthermore, in this lecture, we will have the opportunity to apply the core theory through the analysis of actual cases that occur around us.",경제통상대학,경제학과
2026,1학기(여름학기포함),3학년,21504344,기업경제학,Economics of Corporate Structures,전공선택,3,3,"기업의 본질과 존재 이유에 대한 이해를 바탕으로 기업의 전략적 자원과 제약요인을 검토한다. 기업의 경영환경과 함께 여러 기업이 경쟁하며 소비자와 상호작용하는 시장을 논의한다. 이와 같은 과정에서 가격, 생산, 비용 등 기업의 합리적 의사결정에 대해 검토하며 나아가서 경쟁환경 속에서 기업의 전략적 균형과 시장균형의 개념을 파악한다.","This course reviews strategic resources and constraints of a firm based upon the understanding of the nature of a firm and its raison d'etre. We alsodiscuss the managerial environment of a firm along with its market in which rival firms compete and react with consumers. In this process, we understand the rational decision making of a firm such as price, production, and costs as well as the concept of strategic and market equilibrium in the competitive environment.",경제통상대학,경제학과
2026,1학기(여름학기포함),3학년,21505470,AI·빅데이터기반경제이슈분석,Economic Issue Analysis Based on AI and,전공선택,3,3,"경제가 개방화됨에 따라 해외부문에 의해서 많은 영향을 받게 된다. 본 과목에선 해외부문이 한 나라의 경제에 미치는 영향을 경기변동과 경제성장을 중심으로 이론 및 사례를 중심으로 연구한다. 외환시장에 의한 영향, 해외파급효과 및 상호의존성에 관해서 주로 다루게 된다.","As the economy opens up, it is greatly influenced by the foreign sectors. In this course, the influence of the foreign sector on the domestic economyis studied. Especially this cource is focusing on economic fluctuations and economic growth. In addition, this cource deals with the influence of theforeign exchange market, foreign ripple effects and interdependencie",경제통상대학,경제학과
2026,2학기(겨울학기포함),3학년,21502385,조세정책론,Tax Policy,전공선택,3,3,"조세제도가 우리경제의 소득분배에 미치는 영향을 이해하기 위해서 부분균형 및 일반균형 관점에서의 조세귀착 분석 방법을 학습한다. 이를 바탕으로 우리나라의 주요 세목인 소득세, 부가가치세, 법인세를 중심으로 조세제도가 개별경제주체들의 경제적 선택에 미치는 영향과 함께 자원배분의 효율성 및 소득분배에 미치는 효과 등을 종합적으로 논의한다.","In order to understand the impact of the tax system on the distribution of income in our economy, we will learn how to analyze tax incidence from a partial equilibrium and general equilibrium perspective. Based on this, we will comprehensively discuss the impact of the tax system on the economic choices of individual economic agents, as well as the efficiency of resource allocation and the effect on income distribution, focusing on the major taxes in Korea: income tax, value-added tax, and corporate tax.",경제통상대학,경제학과
2026,2학기(겨울학기포함),3학년,21506083,금융공학의이해,An Understanding of Financial Engineerin,전공선택,3,3,"파생상품 시장에 대한 전반적인 내용을 이해하는 수업. 수학적인 계산보다 현재 금융시장에서 거래되고 있는 다양한 파생상품에 대한 설명을 영화, 책등 보조자료와 함께 설명함으로써 학생들의 이해도를 제고한다. 또한 위험관리로서의 파생상품을 적용할 수 있도록 강의를 구성하였다.","A class to understand the general contents of the derivatives market. Rather than mathematical calculations, explanations of various derivatives currently traded in the financial market are explained along with auxiliary materials such as movies and books to enhance students' understanding. In addition, the lecture was structured to apply derivatives as risk management.",경제통상대학,경제학과
2026,2학기(겨울학기포함),3학년,21506197,에너지경제학,Energy Economics,전공선택,3,3,"본 과목은 당면한 에너지 문제에 관하여 경제학적 분석방법을 사용하여 접근하고자 한다. 전반부에서는 에너지 문제에 대한 경제이론을 통하여 직면한 문제를 논의하고, 후반부에서는 전력, 가스, 석유 등 에너지 산업에 대해서 분석하고, 이에 대한 실증적 분석결과에 대해서 논의하고자 한다.","This course seeks to approach the energy problem at hand using economic analysis methods. In the first half, we will discuss the problems faced through economic theory of energy problems, and in the second half, we will analyze the energy industries such as electric power, gas, and oil, and discussthe empirical analysis results.",경제통상대학,경제학과
2026,2학기(겨울학기포함),3학년,21506199,전략과게임의경제학,Economics of Game and Strategy,전공선택,3,3,"게임이론 전반을 소개하는 과목으로 게임이론에서 사용하는 다양한 균형개념, 즉 우월전략균형, 내쉬균형, 하부게임완전균형 등의 개념을 소개하고 각 균형을 이용하여 해를 찾아가는 방법을 학습한다. 또한 균형개념들을 경제적인 현상이나 토픽에 어떻게 응용하는지를 학습하여 주로산업조직론이나 미시이론 일반에 대한 이해를 넓힌다.","This course introduces game theory in general, and introduces various equilibrium concepts used in game theory, such as dominant strategy equilibrium, Nash equilibrium, and subgame perfect equilibrium, and learns how to find a solution using each equilibrium. Also, by learning how to apply equilibrium concepts to economic phenomena or topics, students broaden their understanding of industrial organization theory and micro theory in general.",경제통상대학,경제학과
2026,2학기(겨울학기포함),3학년,21506200,AI와인사경제학,AI and Personnel Economics,전공선택,3,3,"이 교과는 기업 내 인적자원을 관리하는 방법을 경제학적 관점에서 수강생들에게 설명하고 이해시키는 것을 목적으로 한다. 인사관리경제학 이론은 회사 내 관리자들의 목적과 제약을 설명한다. 이런 이론들을 채용, 숙련, 이직, 직무와 조직 구조의 설계, 성과평가와 보상 등에구체적으로 적용하여, 회사 내 관리자들의 합리적 의사결정에 대해 배운다.","This course aims to understand how to think about overall organizational design, as well as specific human resource policies. Personnel economics theory explain the specific decisions of employers about various issues in a firm, given the employer's goals and constraints. The theory will apply to how to sort and invest in employees, how to empower them, and how to pay for performance.",경제통상대학,경제학과
2026,1학기(여름학기포함),4학년,21502885,경제학설사,History of Economic Theory,전공선택,3,3,영국의 산업혁명 이후 태동한 자본주의 경제체제의 경제현상을 설명하는 경제이론들은 분석하는 경제학자의 경제사상(철학)과 방법론에 따라 다양하게 발전되고 있으며 또한 분석하는 관점의 차이에 따라 이론적 논쟁이 계속되고 있다.,"Economic theories that explain the economic phenomena of the capitalist economic system that emerged after the Industrial Revolution in England are being developed in various ways according to the economic thoughts (philosophy) and methodology of the economist who analyzes them, and theoretical debate continues depending on the difference in the analysis perspective.",경제통상대학,경제학과
2026,1학기(여름학기포함),4학년,21505697,부동산경제학,Economics of Real Estate,전공선택,3,3,"부동산, 도시, 그리고 지역을 이해하고 전문가로서 현명한 판단력을 기르기 위해 부동산과 관련된 경제학적 지식을 배양함을 목표로 한다. 부동산 시장환경에 대한 보다 정확한 이해능력의 함양을 위해 경제적 모델에 기초하여 공공 또는 민간에서 일어나고 있는 현상에 대한 설명을 제시한다.","The goal of this course is to provide students with both tools and perspectives required to understand real estate markets. To accomplish this goal, we will use basic economic models with real world data to build a professional understanding of real estate markets.",경제통상대학,경제학과
2026,1학기(여름학기포함),4학년,21506196,경제학특강,Special Lecture on Economics,전공선택,3,3,"경제학전공 교과목에 명시된 분야 이외의 경제학 과제를 다룬다. 금융공기업, 공무원 시험, 각종 경제 관련 자격증 등에 대비할 수 있는 수업이다. 수업 내용은 미시경제학과 거시경제학으로 구성되며 이론 설명과 객관식 및 주관식 문제 분석으로 구성하였다.","This course deals with economics tasks other than those specified in the economics major course. It is a class that can prepare for financial public corporations, civil servant exams, and various economic-related licenses. The course content consists of microeconomics and macroeconomics, and consists of theoretical explanations and analysis of multiple choice and subjective questions.",경제통상대학,경제학과
2026,1학기(여름학기포함),4학년,50221839,금융경제실무특강,Practice of Monetary and Financial Econo,전공선택,3,3,"금융시장에서 20년 이상 근무 경험이 있는 교수가 현장의 경험을 바탕으로 하는 수업. 현재 이슈가 되는 금융시장에 대한 설명과 증권, 보험, 은행, 자산운용 등 다양한 금융 분야에 있는 현직 금융전문가들을 초청하여 금융실무와 현안에 대한 강의를 듣는다. 또한 금융기관취업이 도움이 되는 자소서와 면접에 대한 사전 지식도 전달한다.","A class based on field experience by a professor with more than 20 years of experience in the financial market. The current issue of the financial market is explained and current financial experts in various financial fields such as securities, insurance, banking, and asset management are invited to give lectures on financial practices and pending issues. In addition, it conveys prior knowledge about cover letters and interviews that are helpfulfor finding a job at a financial institution.",경제통상대학,경제학과
2026,2학기(겨울학기포함),4학년,21500523,성경과경제학,Biblical Economics,전공선택,3,3,"본 교과목은 전통적인 경제학의 시야를 넓혀준다. 경제학에서 제외되었던 윤리문제를 다루는데, 성경적인 관점에서 경제학의 여러문제들을 살펴본다. 현실에서 많이 논의되고 있는 양극화, 기후변화 및 자연환경, 그리고 성경적인 재물관 등을 실증경제학뿐만 아니라 규범경제학의 차원에서 논의한다.","This course extends the horizons of traditional economics. It deals with ethical issues that were excluded, and examines various issues in economics from a biblical point of view. Polarization, climate change, natural environment, and social issues, which are discussed by employing positive economics and normative economics as well as empirical economics in line with the biblical perspective.",경제통상대학,경제학과
2026,2학기(겨울학기포함),4학년,21500524,국제금융론,International Finance,전공선택,3,3,화폐 및 거시경제에 관한 기본 이론들을 학습하고 이를 바탕으로 개방경제 하의 국제금융시장에도 적용한다. 주된 주제는 (1) 다기간 경제주체의 의사결정 최적화 모형 (2) 화폐 및 금융시장 (3) 개방경제 모형이다.,The objective of the course is to develop some tools that can be used to “think”about international finance issue in a perspective of macroeconomics.The main topics are (1) intertemporal model (2) money and financial market (3) open economy model.,경제통상대학,경제학과
2026,2학기(겨울학기포함),4학년,21502142,한국경제론,Contemporary Economic Issues in Korea,전공선택,3,3,"한국경제의 흐름과 주요 이슈를 소개하는 과목으로 성장, 분배, 노동시장, 환경, 복지문제를 한국의 경제 현상에 기초하여 분석하고 토론한다. 이를 통해 경제학과의 전체 전공과목들을 포괄하여 한국의 경제 현실에 접목하고 응용하는 방법을 학습한다.","The goal of this course is to provide students with both a normative and positive analysis of various contemporary economic issues in Korea. The primary focus will be on the Korean economy, and global issues having a direct impact on the Korean economy will also be explored.",경제통상대학,경제학과
2026,2학기(겨울학기포함),4학년,21506082,기업경제예측론,Economic Forecasting for Managers,전공선택,3,3,"금융 시계열 분석에 사용되는 중요한 계량경제학 모형 및 추론 방법을 소개한다. 자기회귀 이동평균 모형, 자기회귀 조건부 이분산 모형, 벡터 자기회귀 모형, 확률적 변동성 모형 등을 소개하고 경제 및 재무 데이터 분석 활용 능력을 함양할 수 있도록 한다.","The course intends to provide students with the principal techniques in time series econometrics. We get started with reviewing the essential concepts in probability, statistics, and time series econometrics. Finally, we review selected topics in finance, and learn how to apply the econometric methods to analyze and understand the empirical properties of financial market data.",경제통상대학,경제학과
2026,1학기(여름학기포함),1학년,21506552,경제원론,Principles of Economics,전공기초,3,3,"경제학의 기본개념, 수요⋅공급의 시장이론, 분배이론과 그 응용국민소득이론, 화폐금융이론, 재정이론, 경제변동이론, 후생경제이론, 노동경제이론 및 경제계획이론 등의 기초개념과 그 초보적 응용 등을 다룬다.",,경제통상대학,국제무역학과
2026,1학기(여름학기포함),1학년,21509168,국제통상개론,INTRODUCTION TO INTERNATIONAL TRADE,전공기초,3,3,"국제무역의 개념 및 제 이론, 국제무역환경의 기조와 변화, 국제 무역정책 규범·제도, 실무 등에 대한 포괄적인 문제들을 체계적으로 이해시킨다. 국제무역에 대한 기본 이해를 바탕으로 국제통상의 제 분야에서 전문적인 연구와 실무에 응용할 수 있는 기초 수립이 목적이다.",,경제통상대학,국제무역학과
2026,1학기(여름학기포함),1학년,21509169,국제상무의이해,Basics of International Commerce and Law,전공기초,3,3,"국제상거래 실무의 기초가 되는 해외시장조사와 거래상대방의 신용조사, 국제상거래계약의 체결과 이행 및 분쟁해결 등의 기본적 사항들을 학습하며, 특히 국제상거래계약의 이행에 관하여 국제상거래의 주요한 계약조건과 그에 따른 국제대금결제, 국제운송, 국제운송보험 분야의 기본적 상무를 학습한다.",,경제통상대학,국제무역학과
2026,2학기(겨울학기포함),1학년,21506364,경영학의이해,Principles of Business Administration,전공기초,3,3,"경영학의 입문과목으로서 경영학의 발전역사, 경영학의 연구접근방법, 기업형태, 기업제도, 기업환경, 기타 기초적 개념들을 소개하며 경영관리론 및 경영학 각론을 필요에 따라 간략히 포함시킨다.",,경제통상대학,국제무역학과
2026,2학기(겨울학기포함),1학년,21506568,회계원리,Principles of Accounting,전공기초,3,3,"회계의 기초지식을 복식부기를 중심으로 공부한다. 이 과목의 목적은 기업의 의사결정의 기초적인 정보제도를 이해하는 데 있다. 그 내용은 장부조직과 재무제표 작성을 위한 손익의 산정, 자산평가 등이다. 이 과목은 모든 회계학 과목의 선수과목이다.",,경제통상대학,국제무역학과
2026,2학기(겨울학기포함),1학년,21506571,법과무역의이해,Principles of Law and Trade,전공선택,3,3,국제무역에서 실무상 중요하게 적용되는 분야별 국제규범들의 기본적 내용을 학습한다.,,경제통상대학,국제무역학과
2026,1학기(여름학기포함),2학년,21500099,국제물류관리론,International Logistics Management,전공선택,3,3,국제무역거래에 있어 실제적 물품의 이동과 관련한 비용 및 시간의 효율적 관리는 기업의 경쟁력 강화라는 측면에서 그 중요성이 부각된다 할 것이다.  이와같이 무역활동에 큰 영향을 주는 물류의 효율적 관리의 중요성에 기인하여 본 과목은 물류관리에 대한 중요한 이슈들을 분석하고 특별히 물품의 해상운송과 관련한 지 식 배양을 통해 무역전문인력이 갖추여야할 전문적 지식을 제공함을 그 목표로 한다.,"In international trade transactions, efficient management of costs and time related to the actual movement of goods has significant important in terms of strengthening a company's competitiveness. Considering the importance of efficient management of logistics, which has a great impact on trade activities, this course analyses important issues related to logistics management and specifically cultivates knowledge related to the maritime transport, thereby providing the students with the professional knowledge which trade experts must have.",경제통상대학,국제무역학과
2026,1학기(여름학기포함),2학년,21500123,수출입통관과관세,Export and Import Customs Formalities an,전공선택,3,3,"관세법령과 대무무역법령 등에 따른 물품의 수출입 허가나 승인, 신고 등. 통관에 관한 문제와 수입물품에 대한 법정관세와 협정관세 등의 부과와 징수에 관한 문제, HS 협약에 따른 품목분류의 문제, 관세평가협정에 따른 관세평가의 문제 등을 학습한다.",This course is designed to study topics concerning the duties and tariffs imposed on the goods imported. The study further includes the system for the classification and valuation of goods for customs purposes.  It also covers the issues on import and export licence and other official authorizationand carrying out customs  formalities necessary for the import and export of the goods.,경제통상대학,국제무역학과
2026,1학기(여름학기포함),2학년,21506623,글로벌경영의이해,Introduction to Global Management,전공선택,3,3,"본 수업은 세계화와 관련된 내용을 주로하고 있으며 글로벌 경영 및 현지 지역에 역점을 둔 지역화 경영전략을 주제로 글로벌 기업의 개념, 해외진출방식, 해외직접투자, 글로벌마케팅관리, 글로벌생산관리, 재무관리, 조직 및 인사관리 등을 포괄적으로 다룬다.",,경제통상대학,국제무역학과
2026,1학기(여름학기포함),2학년,21506625,해외금융시장의이해,Introduction to Overseas Financial Marke,전공선택,3,3,"우리나라의 제조업 해외투자가 성숙단계에 이르면서 그동안 신성장 동력으로 육성해온 금융업의 해외직접투자가 빠르게 증가하고 있다. 본 과목은 중국을 시작으로 동아시아와 브릭스(BRICs) 국가, 구미 선진국 등 해외금융시장의 투자환경과 금융제도에 대한 이해를 통해 우리나라 금융기관의 해외직접투자를 위한 기반을 구축하기 위한 지식을 제공하고자 한다.",,경제통상대학,국제무역학과
2026,1학기(여름학기포함),2학년,21506706,국제통상법,International Tread Law,전공선택,3,3,"세계무역기구(WTO)를 중심으로 WTO가 추구하는 세계무역 질서의 기본원칙과 거래규범을 탐구하여 WTO의 목적 및 기능을 학습하다. 특히, WTO 협정을 비롯한 동 협정에 부속된 주요 다자간협정들을 학습하며, 실제 WTO 사례들을 분석하여 WTO의 통상규범에 대한 정확한 이해도를 제고한다.",,경제통상대학,국제무역학과
2026,2학기(겨울학기포함),2학년,21500336,지역무역협정론,Regional Trade Agreements,전공선택,3,3,"다자무역협정을 벗어나 FTA, TPP, RCEP과 같은 양자간 무역협정이 각광을 받기 시작하면서 이에 대한 이해도 제고의 필요성이 높아짐.  이에 본 수업에서 지역무역협정에 대한 기본 개념을 이해하고, 한국정부가 체결하는 주요 FTA들을 살펴보아, 양자무역협정의 이해와 실무의 인식도를 높이고자 한다.","Regional Trade Agreements: Students will understand trade liberalization and the role of regional trade agreements including FTAs in regulating international trade, as well as apply this knowledge to inderstanding TPP and RCEP. This class will mainly cover Korea’s FTAs and their main chapters, and it also will debate the strengths and limitations of regional trade agreements.",경제통상대학,국제무역학과
2026,2학기(겨울학기포함),2학년,21500337,무역관습론,Internatioanl Trade Customs and Practice,전공선택,3,3,"국제무역의 안정적 이행을 위해서는 국제거래실무에서 광범위하게 채용되어 사용되는 법률과 실무에 대한 이해가 필수적이라 할 수 있다. 이에 본 과목은 국제무 역거래의 기본조건, 정형무역거래조건, 실무 등에 관한  필요지식제공을 목적으로 무역 당사자간 권리와 의무를 국제상학적으로 연구한다. 이를 통해, 수강생들 이 무역전문가로서 갖추어야 할 소양과 지식을 함양할 수 있도록 한다.","In order to entertain the stable performance of international trade transactions, understaing of the laws and practice which are widely adopted and utilised in international trad transactions is undeniably essential. Accordingly, this course aims at analysing the rights and obligations of the parties to the transactions from the perspective of international commerce  for the purpose of providing necessary knowledge on the important terms and conditions of international trade transactions and practice. Through this, students will develop the skills and knowledge which are needed for international trade experts.",경제통상대학,국제무역학과
